# Created by auto-kappa in a format similar to ALAMODE
# Input file   : ./mp-22862/cube/kappa_fd_17x17x17/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_17x17x17/NaCl.self_isotope
# Temperature  : 500 K
# kpoint range : 1 165
# mode   range : 1 6
ik,is,frequency[cm^-1],lifetime[ps],|velocity|[m/s],MFP[nm],multiplicity,kxx,kxy,kxz,kyx,kyy,kyz,kzx,kzy,kzz
69,6,2.0163900e+02,0.0000000e+00,1.0423192e+03,0.0000000e+00,12,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
70,1,6.9525600e+01,3.6121946e+00,7.6058500e+02,2.7473810e+03,6,4.4387799e-05,4.3726871e-17,-1.3119170e-16,4.3726871e-17,4.4387799e-05,-1.7491895e-16,-1.3119170e-16,-1.7491895e-16,4.4387799e-05
70,2,6.9525600e+01,3.6424932e+00,7.6058500e+02,2.7704257e+03,6,4.4760118e-05,-1.7638812e-16,-2.2048197e-16,-1.7638812e-16,4.4760118e-05,-1.4702188e-17,-2.2048197e-16,-1.4702188e-17,4.4760118e-05
70,3,1.3715000e+02,1.5924598e+00,8.4677200e+02,1.3484504e+03,6,2.4022428e-05,1.3376223e-28,-7.0858008e-17,1.3376223e-28,2.4022428e-05,2.8343600e-17,-7.0858008e-17,2.8343600e-17,2.4022428e-05
70,4,1.8120600e+02,1.3713966e+00,3.4871200e+02,4.7822246e+02,6,3.4747544e-06,-4.9777208e-18,-1.9910963e-17,-4.9777208e-18,3.4747544e-06,1.9910559e-17,-1.9910963e-17,1.9910559e-17,3.4747544e-06
70,5,1.8120600e+02,1.0385878e+00,3.4871200e+02,3.6216804e+02,6,2.6315054e-06,2.2618357e-17,2.6387914e-17,2.2618357e-17,2.6315054e-06,-1.1308933e-17,2.6387914e-17,-1.1308933e-17,2.6315054e-06
70,6,2.0280500e+02,0.0000000e+00,1.9520000e+02,0.0000000e+00,6,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
71,1,7.2346800e+01,2.6306268e+00,6.0041067e+02,1.5794564e+03,24,2.0138779e-05,1.5242555e-22,1.5242555e-22,1.5242555e-22,2.0138779e-05,-1.5242555e-22,1.5242555e-22,-1.5242555e-22,2.0138779e-05
71,2,7.6239800e+01,3.0575151e+00,1.7824027e+03,5.4497231e+03,24,2.0619786e-04,1.4167196e-21,0.0000000e+00,1.4167196e-21,2.0619786e-04,7.0835981e-22,0.0000000e+00,7.0835981e-22,2.0619786e-04
71,3,1.3293800e+02,1.9220042e+00,1.3479741e+03,2.5908119e+03,24,7.3531413e-05,-1.8632668e-22,0.0000000e+00,-1.8632668e-22,7.3531413e-05,0.0000000e+00,0.0000000e+00,0.0000000e+00,7.3531413e-05
71,4,1.8169800e+02,1.1828074e+00,3.8490554e+02,4.5526914e+02,24,3.6508699e-06,1.6633817e-16,1.6633832e-16,1.6633817e-16,3.6508699e-06,1.6633811e-16,1.6633832e-16,1.6633811e-16,3.6508699e-06
71,5,1.8229000e+02,1.1250132e+00,3.7834458e+02,4.2564263e+02,24,3.3546123e-06,1.4436039e-16,1.4436038e-16,1.4436039e-16,3.3546123e-06,1.4436039e-16,1.4436038e-16,1.4436039e-16,3.3546123e-06
71,6,2.0427800e+02,0.0000000e+00,4.7539189e+02,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
72,1,7.5230100e+01,1.8945438e+00,4.8659853e+02,9.2188221e+02,24,9.5234852e-06,1.0055452e-17,1.0055726e-17,1.0055452e-17,9.5234852e-06,1.0055507e-17,1.0055726e-17,1.0055507e-17,9.5234852e-06
72,2,8.9312700e+01,2.6671753e+00,2.7330239e+03,7.2894539e+03,24,4.2227402e-04,9.8720851e-21,1.2340106e-20,9.8720851e-21,4.2227402e-04,-1.1106096e-20,1.2340106e-20,-1.1106096e-20,4.2227402e-04
72,3,1.2706600e+02,1.8144469e+00,1.4407451e+03,2.6141554e+03,24,7.9383545e-05,2.6086610e-22,4.1738576e-22,2.6086610e-22,7.9383545e-05,2.0869288e-22,4.1738576e-22,2.0869288e-22,7.9383545e-05
72,4,1.8058000e+02,9.7216524e-01,5.8782208e+02,5.7146019e+02,24,7.0004617e-06,1.5194846e-17,1.5194736e-17,1.5194846e-17,7.0004617e-06,1.5194570e-17,1.5194736e-17,1.5194570e-17,7.0004617e-06
72,5,1.8390400e+02,8.1964524e-01,4.6116697e+02,3.7799331e+02,24,3.6297416e-06,9.5574891e-18,9.5575240e-18,9.5574891e-18,3.6297416e-06,9.5575473e-18,9.5575240e-18,9.5575473e-18,3.6297416e-06
72,6,2.0584900e+02,0.0000000e+00,3.9408354e+02,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
73,1,7.8206300e+01,1.5234113e+00,5.4619033e+02,8.3207249e+02,24,9.6453526e-06,2.6465054e-22,5.2930108e-22,2.6465054e-22,9.6453526e-06,-7.4984320e-22,5.2930108e-22,-7.4984320e-22,9.6453526e-06
73,2,1.0496700e+02,1.5288574e+00,2.8057106e+03,4.2895314e+03,24,2.5456485e-04,8.4704281e-21,-7.0586901e-21,8.4704281e-21,2.5456485e-04,-1.3411511e-20,-7.0586901e-21,-1.3411511e-20,2.5456485e-04
73,3,1.2127900e+02,1.8898254e+00,1.2305751e+03,2.3255721e+03,24,6.0378131e-05,9.9640490e-20,9.9650689e-20,9.9640490e-20,6.0378131e-05,9.9705084e-20,9.9650689e-20,9.9705084e-20,6.0378131e-05
73,4,1.7768500e+02,8.4564795e-01,8.7597183e+02,7.4076378e+02,24,1.3532379e-05,1.9247542e-22,-9.6237711e-23,1.9247542e-22,1.3532379e-05,1.9247542e-22,-9.6237711e-23,1.9247542e-22,1.3532379e-05
73,5,1.8631300e+02,5.6029390e-01,5.2421588e+02,2.9371496e+02,24,3.2040820e-06,2.9148349e-18,2.9148826e-18,2.9148349e-18,3.2040820e-06,2.9148985e-18,2.9148826e-18,2.9148985e-18,3.2040820e-06
73,6,2.0611300e+02,0.0000000e+00,2.6306907e+02,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
74,1,8.1847700e+01,1.2432706e+00,8.3003402e+02,1.0319569e+03,24,1.8171714e-05,0.0000000e+00,-6.1170844e-22,0.0000000e+00,1.8171714e-05,3.0585422e-22,-6.1170844e-22,3.0585422e-22,1.8171714e-05
74,2,1.1329400e+02,1.3828886e+00,4.2257387e+02,5.8437257e+02,24,5.2166829e-06,1.9281136e-16,1.9281128e-16,1.9281136e-16,5.2166829e-06,1.9281182e-16,1.9281128e-16,1.9281182e-16,5.2166829e-06
74,3,1.2345800e+02,2.3374000e+00,2.7926071e+03,6.5274397e+03,24,3.8444564e-04,-1.2912429e-20,-5.3801786e-21,-1.2912429e-20,3.8444564e-04,1.5064500e-20,-5.3801786e-21,1.5064500e-20,3.8444564e-04
74,4,1.7292700e+02,7.3769845e-01,1.1912284e+03,8.7876733e+02,24,2.1856017e-05,-1.6809793e-22,-4.2024482e-23,-1.6809793e-22,2.1856017e-05,-2.3113465e-22,-4.2024482e-23,-2.3113465e-22,2.1856017e-05
74,5,1.8931300e+02,4.4164238e-01,5.6140974e+02,2.4794233e+02,24,2.8944227e-06,2.2958557e-18,2.2957429e-18,2.2958557e-18,2.8944227e-06,2.2957930e-18,2.2957429e-18,2.2957930e-18,2.8944227e-06
74,6,2.0456700e+02,0.0000000e+00,4.3289558e+02,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
75,1,8.7039600e+01,1.1632254e+00,1.2559037e+03,1.4608990e+03,12,3.8900255e-05,-8.2052754e-18,-3.2819854e-17,-8.2052754e-18,3.8900255e-05,-1.1214407e-16,-3.2819854e-17,-1.1214407e-16,3.8900255e-05
75,2,1.0933500e+02,1.4074763e+00,8.9073958e+02,1.2536949e+03,12,2.3605231e-05,-7.0205636e-17,-1.4041065e-17,-7.0205636e-17,2.3605231e-05,-6.5525320e-17,-1.4041065e-17,-6.5525320e-17,2.3605231e-05
75,3,1.3726800e+02,1.5277661e+00,2.3831761e+03,3.6409357e+03,12,1.8254708e-04,2.7049921e-17,2.7060134e-17,2.7049921e-17,1.8254708e-04,-5.4108230e-17,2.7060134e-17,-5.4108230e-17,1.8254708e-04
75,4,1.6639100e+02,6.7115204e-01,1.4772309e+03,9.9144654e+02,12,3.0625399e-05,1.4646481e-17,-7.3229652e-18,1.4646481e-17,3.0625399e-05,2.9291790e-17,-7.3229652e-18,2.9291790e-17,3.0625399e-05
75,5,1.9315800e+02,4.9606283e-01,6.3942252e+02,3.1719375e+02,12,4.2131350e-06,4.6548572e-18,-3.4911448e-18,4.6548572e-18,4.2131350e-06,1.1632663e-18,-3.4911448e-18,1.1632663e-18,4.2131350e-06
75,6,2.0033400e+02,0.0000000e+00,7.1330245e+02,0.0000000e+00,12,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
76,1,7.3748000e+01,3.2675059e+00,4.4749100e+02,1.4621795e+03,6,1.3893152e-05,-4.6526695e-17,-1.5509022e-16,-4.6526695e-17,1.3893152e-05,6.2035801e-17,-1.5509022e-16,6.2035801e-17,1.3893152e-05
76,2,7.3748000e+01,3.0400622e+00,4.4749100e+02,1.3604005e+03,6,1.2926081e-05,-1.4429696e-17,1.4428598e-17,-1.4429696e-17,1.2926081e-05,7.2146401e-17,1.4428598e-17,7.2146401e-17,1.2926081e-05
76,3,1.2842200e+02,1.8981150e+00,1.3658000e+03,2.5924455e+03,6,7.4611385e-05,-4.3662137e-16,-2.7288931e-16,-4.3662137e-16,7.4611385e-05,-2.1830631e-16,-2.7288931e-16,-2.1830631e-16,7.4611385e-05
76,4,1.8325100e+02,1.2372618e+00,2.2876600e+02,2.8304344e+02,6,1.3484954e-06,5.1438400e-29,-1.1778335e-17,5.1438400e-29,1.3484954e-06,5.8891618e-18,-1.1778335e-17,5.8891618e-18,1.3484954e-06
76,5,1.8325100e+02,9.3510640e-01,2.2876600e+02,2.1392055e+02,6,1.0191753e-06,8.9101701e-23,8.9019974e-18,8.9101701e-23,1.0191753e-06,-1.3352914e-17,8.9019974e-18,-1.3352914e-17,1.0191753e-06
76,6,2.0627200e+02,0.0000000e+00,6.0580600e+02,0.0000000e+00,6,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
77,1,7.5333300e+01,2.6908251e+00,3.0534954e+02,8.2164220e+02,24,5.3262928e-06,1.4281240e-19,1.4277343e-19,1.4281240e-19,5.3262928e-06,1.4281240e-19,1.4277343e-19,1.4281240e-19,5.3262928e-06
77,2,7.9458900e+01,2.8411636e+00,1.7346606e+03,4.9284546e+03,24,1.8141747e-04,2.6320338e-21,7.2380929e-21,2.6320338e-21,1.8141747e-04,-8.8831141e-21,7.2380929e-21,-8.8831141e-21,1.8141747e-04
77,3,1.2364300e+02,1.7551635e+00,1.1098755e+03,1.9480129e+03,24,4.5596830e-05,6.3122995e-23,0.0000000e+00,6.3122995e-23,4.5596830e-05,-3.0299038e-22,0.0000000e+00,-3.0299038e-22,4.5596830e-05
77,4,1.8325800e+02,1.0200050e+00,3.1271830e+02,3.1897424e+02,24,2.0773662e-06,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.0773662e-06,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.0773662e-06
77,5,1.8428100e+02,9.6154960e-01,2.3307097e+02,2.2410930e+02,24,1.0875271e-06,4.5047556e-19,4.5045166e-19,4.5047556e-19,1.0875271e-06,4.5043118e-19,4.5045166e-19,4.5043118e-19,1.0875271e-06
77,6,2.0793500e+02,0.0000000e+00,4.6318373e+02,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
78,1,7.6909200e+01,2.0876946e+00,2.7367397e+02,5.7134767e+02,24,3.3189992e-06,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.3189992e-06,-1.5113728e-23,0.0000000e+00,-1.5113728e-23,3.3189992e-06
78,2,9.1740100e+01,2.7201885e+00,2.7847288e+03,7.5749874e+03,24,4.4698114e-04,5.0326275e-21,-2.5163138e-21,5.0326275e-21,4.4698114e-04,-2.2017745e-21,-2.5163138e-21,-2.2017745e-21,4.4698114e-04
78,3,1.1942900e+02,1.6147811e+00,6.9244278e+02,1.1181435e+03,24,1.6340162e-05,1.6272266e-22,1.8596876e-22,1.6272266e-22,1.6340162e-05,-1.8596876e-22,1.8596876e-22,-1.8596876e-22,1.6340162e-05
78,4,1.8159900e+02,8.6606777e-01,5.6934003e+02,4.9308705e+02,24,5.8489785e-06,4.9233195e-23,3.6924896e-23,4.9233195e-23,5.8489785e-06,-9.8466389e-23,3.6924896e-23,-9.8466389e-23,5.8489785e-06
78,5,1.8594800e+02,7.1027200e-01,3.2612642e+02,2.3163846e+02,24,1.5721883e-06,3.6954862e-18,3.6954559e-18,3.6954862e-18,1.5721883e-06,3.6955567e-18,3.6954559e-18,3.6955567e-18,1.5721883e-06
78,6,2.0810200e+02,0.0000000e+00,3.3283304e+02,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
79,1,7.8809200e+01,1.5039212e+00,4.6515747e+02,6.9956020e+02,12,6.9057315e-06,1.2323417e-16,1.7305236e-16,1.2323417e-16,6.9057315e-06,1.7305182e-16,1.7305236e-16,1.7305182e-16,6.9057315e-06
79,2,1.0711700e+02,2.0614955e+00,3.1714236e+03,6.5378755e+03,12,4.3842991e-04,6.6214633e-07,6.6214633e-07,6.6214633e-07,4.3842991e-04,6.6214633e-07,6.6214633e-07,6.6214633e-07,4.3842991e-04
79,3,1.1630100e+02,1.5970280e+00,4.9472618e+02,7.9009156e+02,12,8.2534927e-06,8.0442644e-08,8.0442644e-08,8.0442644e-08,8.2534927e-06,8.0442644e-08,8.0442644e-08,8.0442644e-08,8.2534927e-06
79,4,1.7816500e+02,8.4412805e-01,8.7706131e+02,7.4035205e+02,12,1.3540089e-05,-3.4177449e-14,-3.4191068e-14,-3.4177449e-14,1.3540089e-05,-3.4188312e-14,-3.4191068e-14,-3.4188312e-14,1.3540089e-05
79,5,1.8800300e+02,5.4616627e-01,4.0328236e+02,2.2025922e+02,12,1.8476600e-06,1.1313366e-08,1.1313366e-08,1.1313366e-08,1.8476600e-06,1.1313366e-08,1.1313366e-08,1.1313366e-08,1.8476600e-06
79,6,2.0664800e+02,0.0000000e+00,4.1566977e+02,0.0000000e+00,12,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
80,1,7.5826100e+01,3.0209006e+00,1.4747100e+02,4.4549524e+02,6,1.3946731e-06,-2.3621319e-17,-9.4485693e-18,-2.3621319e-17,1.3946731e-06,-1.4172854e-17,-9.4485693e-18,-1.4172854e-17,1.3946731e-06
80,2,7.5826100e+01,2.8213792e+00,1.4747100e+02,4.1607161e+02,6,1.3025591e-06,-4.4122510e-18,7.9420359e-17,-4.4122510e-18,1.3025591e-06,-1.3236726e-17,7.9420359e-17,-1.3236726e-17,1.3025591e-06
80,3,1.2102100e+02,1.6276972e+00,6.0225100e+02,9.8028224e+02,6,1.2456301e-05,6.1991425e-17,-2.0663319e-17,6.1991425e-17,1.2456301e-05,4.1327403e-17,-2.0663319e-17,4.1327403e-17,1.2456301e-05
80,4,1.8434300e+02,9.8878200e-01,7.9535300e+01,7.8643073e+01,6,1.3022836e-07,1.6358526e-18,9.8151224e-18,1.6358526e-18,1.3022836e-07,4.9075546e-18,9.8151224e-18,4.9075546e-18,1.3022836e-07
80,5,1.8434300e+02,8.9636432e-01,7.9535400e+01,7.1292695e+01,6,1.1805671e-07,1.4829546e-18,-1.4829576e-18,1.4829546e-18,1.1805671e-07,1.4829576e-18,-1.4829576e-18,1.4829576e-18,1.1805671e-07
80,6,2.0955200e+02,0.0000000e+00,2.6385100e+02,0.0000000e+00,6,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
81,1,7.6316900e+01,2.6155898e+00,9.7301429e+01,2.5450062e+02,12,5.2566423e-07,3.6257359e-17,1.8605760e-17,3.6257359e-17,5.2566423e-07,3.2917883e-17,1.8605760e-17,3.2917883e-17,5.2566423e-07
81,2,8.0538200e+01,2.7633382e+00,1.7267830e+03,4.7716855e+03,12,1.7482829e-04,2.7120187e-10,2.7120151e-10,2.7120187e-10,1.7482829e-04,2.7120205e-10,2.7120151e-10,2.7120205e-10,1.7482829e-04
81,3,1.1954400e+02,1.5598545e+00,1.6370512e+02,2.5535616e+02,12,8.8221673e-07,1.5341621e-11,1.5341602e-11,1.5341621e-11,8.8221673e-07,1.5341621e-11,1.5341602e-11,1.5341621e-11,8.8221673e-07
81,4,1.8380500e+02,9.2928928e-01,2.7494716e+02,2.5550545e+02,12,1.4628293e-06,-2.1142202e-16,-2.2081859e-16,-2.1142202e-16,1.4628293e-06,-1.9920659e-16,-2.2081859e-16,-1.9920659e-16,1.4628293e-06
81,5,1.8493600e+02,8.7638526e-01,1.7940713e+02,1.5722977e+02,12,5.8721121e-07,1.2125951e-11,1.2125962e-11,1.2125951e-11,5.8721121e-07,1.2125951e-11,1.2125962e-11,1.2125951e-11,5.8721121e-07
