# Created by auto-kappa in a format similar to ALAMODE
# Input file   : ./mp-22862/cube/kappa_fd_20x20x20/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_20x20x20/NaCl.self_isotope
# Temperature  : 500 K
# kpoint range : 1 256
# mode   range : 1 6
ik,is,frequency[cm^-1],lifetime[ps],|velocity|[m/s],MFP[nm],multiplicity,kxx,kxy,kxz,kyx,kyy,kyz,kzx,kzy,kzz
2,6,2.5456000e+02,0.0000000e+00,7.3161220e+02,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
3,1,2.8220100e+01,2.3247973e+00,2.6783571e+03,6.2266375e+03,8,2.1816511e-04,8.4083737e-11,8.4083737e-11,8.4083737e-11,2.1816511e-04,8.4083737e-11,8.4083737e-11,8.4083737e-11,2.1816511e-04
3,2,2.8220100e+01,2.4363421e+00,2.6794743e+03,6.5281161e+03,8,2.2882354e-04,8.9038398e-11,8.9038398e-11,8.9038398e-11,2.2882354e-04,8.9038398e-11,8.9038398e-11,8.9038398e-11,2.2882354e-04
3,3,4.5409200e+01,8.9893352e+00,4.3276762e+03,3.8902932e+04,8,2.2004985e-03,8.8121154e-15,8.8120333e-15,8.8121154e-15,2.2004985e-03,8.8120333e-15,8.8120333e-15,8.8120333e-15,2.2004985e-03
3,4,1.6995200e+02,1.2989798e+00,2.9094389e+02,3.7793024e+02,8,1.4108611e-06,8.0014375e-13,8.0014375e-13,8.0014375e-13,1.4108611e-06,8.0014375e-13,8.0014375e-13,8.0014375e-13,1.4108611e-06
3,5,1.6995200e+02,1.3319827e+00,2.9109111e+02,3.8772833e+02,8,1.4481711e-06,8.2047283e-13,8.2047283e-13,8.2047283e-13,1.4481711e-06,8.2047283e-13,8.2047283e-13,8.2047283e-13,1.4481711e-06
3,6,2.4930700e+02,0.0000000e+00,1.2573087e+03,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4,1,4.1808700e+01,9.6649027e-01,2.5877706e+03,2.5010551e+03,8,8.4611059e-05,1.1466271e-11,1.1466271e-11,1.1466271e-11,8.4611059e-05,1.1466271e-11,1.1466271e-11,1.1466271e-11,8.4611059e-05
4,2,4.1808700e+01,9.9411472e-01,2.5884115e+03,2.5731780e+03,8,8.7072543e-05,1.1794002e-11,1.1794002e-11,1.1794002e-11,8.7072543e-05,1.1794002e-11,1.1794002e-11,1.1794002e-11,8.7072543e-05
4,3,6.7392400e+01,2.7860975e+00,4.1901773e+03,1.1674243e+04,8,6.3826690e-04,-2.5392117e-20,0.0000000e+00,-2.5392117e-20,6.3826690e-04,0.0000000e+00,0.0000000e+00,0.0000000e+00,6.3826690e-04
4,4,1.7121200e+02,1.1320318e+00,1.6249920e+02,1.8395425e+02,8,3.8343881e-07,5.2604693e-14,5.2604693e-14,5.2604693e-14,3.8343881e-07,5.2604693e-14,5.2604693e-14,5.2604693e-14,3.8343881e-07
4,5,1.7121200e+02,1.1111584e+00,1.6245927e+02,1.8051799e+02,8,3.7618373e-07,5.0894451e-14,5.0894451e-14,5.0894451e-14,3.7618373e-07,5.0894451e-14,5.0894451e-14,5.0894451e-14,3.7618373e-07
4,6,2.4217600e+02,0.0000000e+00,1.4487704e+03,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5,1,5.4883400e+01,6.6716127e-01,2.4802189e+03,1.6547060e+03,8,5.3605602e-05,2.7613289e-12,2.7613289e-12,2.7613289e-12,5.3605602e-05,2.7613289e-12,2.7613289e-12,2.7613289e-12,5.3605602e-05
5,2,5.4883400e+01,5.1780830e-01,2.4805999e+03,1.2844752e+03,8,4.1618057e-05,2.1431685e-12,2.1431685e-12,2.1431685e-12,4.1618057e-05,2.1431685e-12,2.1431685e-12,2.1431685e-12,4.1618057e-05
5,3,8.8544900e+01,2.5475669e+00,4.0067358e+03,1.0207428e+04,8,5.3242765e-04,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.3242765e-04,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.3242765e-04
5,4,1.7130500e+02,9.7525189e-01,1.5139304e+02,1.4764635e+02,8,2.8671798e-07,1.6072906e-12,1.6072906e-12,1.6072906e-12,2.8671798e-07,1.6072906e-12,1.6072906e-12,1.6072906e-12,2.8671798e-07
5,5,1.7130500e+02,1.0702405e+00,1.5115402e+02,1.6177116e+02,8,3.1365131e-07,1.7655443e-12,1.7655443e-12,1.7655443e-12,3.1365131e-07,1.7655443e-12,1.7655443e-12,1.7655443e-12,3.1365131e-07
5,6,2.3493500e+02,0.0000000e+00,1.3139840e+03,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6,1,6.7361800e+01,6.1236436e-01,2.3560135e+03,1.4427387e+03,8,4.4351457e-05,7.3409066e-13,7.3409066e-13,7.3409066e-13,4.4351457e-05,7.3409066e-13,7.3409066e-13,7.3409066e-13,4.4351457e-05
6,2,6.7361800e+01,5.5596786e-01,2.3562213e+03,1.3099833e+03,8,4.0273956e-05,6.6648362e-13,6.6648362e-13,6.6648362e-13,4.0273956e-05,6.6648362e-13,6.6648362e-13,6.6648362e-13,4.0273956e-05
6,3,1.0864400e+02,2.5538212e+00,3.7815086e+03,9.6572966e+03,8,4.7411986e-04,2.4866951e-15,2.4866719e-15,2.4866951e-15,4.7411986e-04,2.4866719e-15,2.4866719e-15,2.4866719e-15,4.7411986e-04
6,4,1.6948100e+02,7.9127160e-01,5.6387023e+02,4.4617450e+02,8,3.2284578e-06,3.8497903e-12,3.8497903e-12,3.8497903e-12,3.2284578e-06,3.8497903e-12,3.8497903e-12,3.8497903e-12,3.2284578e-06
6,5,1.6948100e+02,6.2825597e-01,5.6345887e+02,3.5399640e+02,8,2.5596009e-06,3.0652712e-12,3.0652712e-12,3.0652712e-12,2.5596009e-06,3.0652712e-12,3.0652712e-12,3.0652712e-12,2.5596009e-06
6,6,2.2893400e+02,0.0000000e+00,1.0009678e+03,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
7,1,7.9139900e+01,5.9252762e-01,2.2065808e+03,1.3074601e+03,8,3.7598801e-05,8.3398472e-14,8.3398473e-14,8.3398472e-14,3.7598801e-05,8.3398474e-14,8.3398473e-14,8.3398474e-14,3.7598801e-05
7,2,7.9139900e+01,4.6406890e-01,2.2066501e+03,1.0240377e+03,8,2.9449310e-05,6.5317862e-14,6.5317862e-14,6.5317862e-14,2.9449310e-05,6.5317862e-14,6.5317862e-14,6.5317862e-14,2.9449310e-05
7,3,1.2745300e+02,2.9639274e+00,3.5017737e+03,1.0379003e+04,8,4.7041699e-04,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.7041699e-04,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.7041699e-04
7,4,1.6551400e+02,6.8333487e-01,9.6374186e+02,6.5855842e+02,8,8.1519754e-06,5.3675745e-12,5.3675745e-12,5.3675745e-12,8.1519754e-06,5.3675745e-12,5.3675745e-12,5.3675745e-12,8.1519754e-06
7,5,1.6551400e+02,6.8353024e-01,9.6322051e+02,6.5839035e+02,8,8.1454862e-06,5.3691092e-12,5.3691092e-12,5.3691092e-12,8.1454862e-06,5.3691092e-12,5.3691092e-12,5.3691092e-12,8.1454862e-06
7,6,2.2455600e+02,0.0000000e+00,7.1737734e+02,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
8,1,9.0042500e+01,7.9491390e-01,2.0114133e+03,1.5989004e+03,8,4.1859713e-05,1.1174224e-13,1.1174224e-13,1.1174224e-13,4.1859713e-05,1.1174224e-13,1.1174224e-13,1.1174224e-13,4.1859713e-05
8,2,9.0042500e+01,7.2869748e-01,2.0113440e+03,1.4656613e+03,8,3.8370151e-05,1.0243409e-13,1.0243410e-13,1.0243409e-13,3.8370151e-05,1.0243410e-13,1.0243410e-13,1.0243410e-13,3.8370151e-05
8,3,1.4458900e+02,2.0637963e+00,3.1216578e+03,6.4424660e+03,8,2.5946769e-04,-9.2991677e-21,0.0000000e+00,-9.2991677e-21,2.5946769e-04,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.5946769e-04
8,4,1.5974800e+02,7.6245818e-01,1.2453179e+03,9.4950280e+02,8,1.5207025e-05,6.7919080e-12,6.7919080e-12,6.7919080e-12,1.5207025e-05,6.7919080e-12,6.7919080e-12,6.7919080e-12,1.5207025e-05
8,5,1.5974800e+02,7.7034710e-01,1.2447636e+03,9.5890003e+02,8,1.5350694e-05,6.8621817e-12,6.8621817e-12,6.8621817e-12,1.5350694e-05,6.8621817e-12,6.8621817e-12,6.8621817e-12,1.5350694e-05
8,6,2.2123900e+02,0.0000000e+00,6.0064837e+02,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
9,1,9.9709500e+01,9.0483778e-01,1.7110610e+03,1.5482326e+03,8,3.4437072e-05,1.8424211e-12,1.8424211e-12,1.8424211e-12,3.4437072e-05,1.8424211e-12,1.8424211e-12,1.8424211e-12,3.4437072e-05
9,2,9.9709500e+01,8.1620317e-01,1.7107960e+03,1.3963571e+03,8,3.1054120e-05,1.6619442e-12,1.6619442e-12,1.6619442e-12,3.1054120e-05,1.6619442e-12,1.6619442e-12,1.6619442e-12,3.1054120e-05
9,3,1.5305500e+02,7.9570094e-01,1.3026123e+03,1.0364898e+03,8,1.7388945e-05,3.0409231e-12,3.0409231e-12,3.0409231e-12,1.7388945e-05,3.0409231e-12,3.0409231e-12,3.0409231e-12,1.7388945e-05
9,4,1.5305500e+02,7.8185300e-01,1.3022503e+03,1.0181683e+03,8,1.7076822e-05,2.9880006e-12,2.9880006e-12,2.9880006e-12,1.7076822e-05,2.9880006e-12,2.9880006e-12,2.9880006e-12,1.7076822e-05
9,5,1.5930800e+02,7.4665959e-01,2.5407627e+03,1.8970848e+03,8,6.1995545e-05,-3.3540049e-21,0.0000000e+00,-3.3540049e-21,6.1995545e-05,0.0000000e+00,0.0000000e+00,0.0000000e+00,6.1995545e-05
9,6,2.1811900e+02,0.0000000e+00,6.1782599e+02,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
10,1,1.0720800e+02,1.1189067e+00,1.1242788e+03,1.2579630e+03,8,1.8365476e-05,1.2267219e-11,1.2267219e-11,1.2267219e-11,1.8365476e-05,1.2267219e-11,1.2267219e-11,1.2267219e-11,1.8365476e-05
10,2,1.0720800e+02,1.0775182e+00,1.1236656e+03,1.2107702e+03,8,1.7666850e-05,1.1813454e-11,1.1813454e-11,1.1813454e-11,1.7666850e-05,1.1813454e-11,1.1813454e-11,1.1813454e-11,1.7666850e-05
10,3,1.4700000e+02,5.9310561e-01,9.5582445e+02,5.6690485e+02,8,6.9875366e-06,1.7567307e-13,1.7567307e-13,1.7567307e-13,6.9875366e-06,1.7567307e-13,1.7567307e-13,1.7567307e-13,6.9875366e-06
10,4,1.4700000e+02,6.1778416e-01,9.5572313e+02,5.9043061e+02,8,7.2767382e-06,1.8507986e-13,1.8507986e-13,1.8507986e-13,7.2767382e-06,1.8507986e-13,1.8507986e-13,1.8507986e-13,7.2767382e-06
10,5,1.7011000e+02,5.1089626e-01,1.5586673e+03,7.9631730e+02,8,1.5925272e-05,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.5925272e-05,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.5925272e-05
10,6,2.1505700e+02,0.0000000e+00,5.1806332e+02,0.0000000e+00,8,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
11,1,1.1032100e+02,1.3194282e+00,3.9101932e-09,5.1592192e-09,4,2.8204838e-28,2.0512618e-28,3.0768913e-28,2.0512618e-28,2.3076722e-28,2.5640772e-28,3.0768913e-28,2.5640772e-28,3.5897059e-28
11,2,1.1032100e+02,1.1886928e+00,2.7648074e-09,3.2865066e-09,4,1.1550077e-28,5.7750430e-29,1.0395072e-28,5.7750430e-29,1.6170138e-28,1.0395074e-28,1.0395072e-28,1.0395074e-28,1.1550077e-28
11,3,1.4430400e+02,5.4380737e-01,2.3490563e-09,1.2774341e-09,4,7.3536341e-29,3.1515534e-29,0.0000000e+00,3.1515534e-29,5.2525858e-29,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
11,4,1.4430400e+02,5.1097710e-01,4.8592970e-09,2.4829895e-09,4,8.8838785e-29,2.4677406e-29,9.3774354e-29,2.4677406e-29,1.6780655e-28,1.7274218e-28,9.3774354e-29,1.7274218e-28,3.6522642e-28
11,5,1.7433600e+02,4.7555951e-01,2.2027469e-09,1.0475373e-09,4,4.5632739e-29,0.0000000e+00,3.6506202e-29,0.0000000e+00,4.5632684e-30,-1.3689814e-29,3.6506202e-29,-1.3689814e-29,8.6702210e-29
11,6,2.1354900e+02,0.0000000e+00,2.0247123e-09,0.0000000e+00,4,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
12,1,1.3185600e+01,1.7039127e+02,2.1849200e+03,3.7229129e+05,6,1.0645551e-02,-4.2440842e-14,2.8446368e-14,-4.2440842e-14,1.0645551e-02,-1.9623417e-14,2.8446368e-14,-1.9623417e-14,1.0645551e-02
12,2,1.3185600e+01,2.0091970e+02,2.1849200e+03,4.3899347e+05,6,1.2552879e-02,-1.7937485e-14,9.4708473e-14,-1.7937485e-14,1.2552879e-02,3.0496569e-15,9.4708473e-14,3.0496569e-15,1.2552879e-02
12,3,2.9662100e+01,3.2742551e+00,4.9264200e+03,1.6130356e+04,6,1.0394738e-03,1.6601151e-15,-3.6891318e-16,1.6601151e-15,1.0394738e-03,1.9499846e-15,-3.6891318e-16,1.9499846e-15,1.0394738e-03
12,4,1.6838100e+02,1.4651479e+00,1.3180700e+02,1.9311675e+02,6,3.2672350e-07,-2.4765095e-18,-1.2382473e-18,-2.4765095e-18,3.2672350e-07,7.4295297e-18,-1.2382473e-18,7.4295297e-18,3.2672350e-07
12,5,1.6838100e+02,1.1742274e+00,1.3180700e+02,1.5477139e+02,6,2.6184912e-07,9.9239022e-19,5.9543185e-18,9.9239022e-19,2.6184912e-07,5.9543076e-18,5.9543185e-18,5.9543076e-18,2.6184912e-07
12,6,2.5442100e+02,0.0000000e+00,6.9170000e+02,0.0000000e+00,6,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
13,1,2.3183200e+01,7.8070756e+00,2.3625934e+03,1.8444946e+04,24,5.7017364e-04,2.6756039e-20,0.0000000e+00,2.6756039e-20,5.7017364e-04,-8.9186796e-21,0.0000000e+00,-8.9186796e-21,5.7017364e-04
13,2,2.4992900e+01,5.4749277e+00,2.7723601e+03,1.5178471e+04,24,5.5054436e-04,5.3722547e-15,5.3722547e-15,5.3722547e-15,5.5054436e-04,5.3722484e-15,5.3722547e-15,5.3722484e-15,5.5054436e-04
13,3,4.6558300e+01,1.6316203e+00,4.6601180e+03,7.6035432e+03,24,4.6308985e-04,-3.4909538e-21,-3.7236841e-21,-3.4909538e-21,4.6308985e-04,3.7236841e-21,-3.7236841e-21,3.7236841e-21,4.6308985e-04
13,4,1.6926200e+02,1.3840701e+00,2.4855807e+02,3.4402178e+02,24,1.0973546e-06,1.2115816e-23,1.8173725e-23,1.2115816e-23,1.0973546e-06,1.8173725e-23,1.8173725e-23,1.8173725e-23,1.0973546e-06
13,5,1.6958600e+02,1.3442034e+00,3.2324169e+02,4.3450257e+02,24,1.8022711e-06,1.2936704e-17,1.2936716e-17,1.2936704e-17,1.8022711e-06,1.2936727e-17,1.2936716e-17,1.2936727e-17,1.8022711e-06
13,6,2.5038000e+02,0.0000000e+00,1.1839512e+03,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
14,1,3.5474900e+01,1.9765297e+00,2.4162436e+03,4.7757773e+03,24,1.5090705e-04,6.4620133e-16,6.4620810e-16,6.4620133e-16,1.5090705e-04,6.4620246e-16,6.4620810e-16,6.4620246e-16,1.5090705e-04
14,2,3.9509500e+01,1.3867187e+00,2.8127334e+03,3.9004699e+03,24,1.4344307e-04,-1.5830472e-21,4.7491415e-21,-1.5830472e-21,1.4344307e-04,1.5830472e-21,4.7491415e-21,1.5830472e-21,1.4344307e-04
14,3,6.5559400e+01,1.2134965e+00,4.3148941e+03,5.2361090e+03,24,2.9484449e-04,-3.4567196e-21,-5.5307514e-21,-3.4567196e-21,2.9484449e-04,1.3826878e-21,-5.5307514e-21,1.3826878e-21,2.9484449e-04
14,4,1.7063000e+02,1.2840399e+00,2.5252703e+02,3.2425479e+02,24,1.0504821e-06,-3.3709756e-23,-2.8091463e-23,-3.3709756e-23,1.0504821e-06,-1.1236585e-23,-2.8091463e-23,-1.1236585e-23,1.0504821e-06
14,5,1.7113100e+02,1.2081069e+00,2.3168220e+02,2.7989686e+02,24,8.3182881e-07,1.1622749e-17,1.1622754e-17,1.1622749e-17,8.3182881e-07,1.1622744e-17,1.1622754e-17,1.1622744e-17,8.3182881e-07
14,6,2.4368600e+02,0.0000000e+00,1.4850176e+03,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
15,1,4.7833300e+01,9.8054675e-01,2.3835263e+03,2.3371590e+03,24,7.2798844e-05,1.1188091e-21,5.5940454e-22,1.1188091e-21,7.2798844e-05,-1.1188091e-21,5.5940454e-22,-1.1188091e-21,7.2798844e-05
15,2,5.3728700e+01,8.2495696e-01,2.7260084e+03,2.2488396e+03,24,8.0079728e-05,2.3522291e-21,9.4089163e-22,2.3522291e-21,8.0079728e-05,-4.7044581e-22,9.4089163e-22,-4.7044581e-22,8.0079728e-05
15,3,8.5002900e+01,1.2954888e+00,4.0097556e+03,5.1945935e+03,24,2.7127332e-04,7.3656772e-22,0.0000000e+00,7.3656772e-22,2.7127332e-04,4.4194063e-21,0.0000000e+00,4.4194063e-21,2.7127332e-04
15,4,1.7152900e+02,1.1278729e+00,8.1304683e+01,9.1701347e+01,24,9.5629932e-08,1.5021988e-15,1.5021988e-15,1.5021988e-15,9.5629932e-08,1.5021988e-15,1.5021988e-15,1.5021988e-15,9.5629932e-08
15,5,1.7158300e+02,1.0266945e+00,9.5595842e+01,9.8147729e+01,24,1.2034174e-07,1.3985999e-15,1.3985999e-15,1.3985999e-15,1.2034174e-07,1.3985999e-15,1.3985999e-15,1.3985999e-15,1.2034174e-07
15,6,2.3626600e+02,0.0000000e+00,1.4547343e+03,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
16,1,5.9776000e+01,6.6634268e-01,2.3255361e+03,1.5496040e+03,24,4.7051678e-05,-3.7981345e-22,-1.5192538e-21,-3.7981345e-22,4.7051678e-05,2.4687875e-21,-1.5192538e-21,2.4687875e-21,4.7051678e-05
16,2,6.7284600e+01,6.0928550e-01,2.6390596e+03,1.6079407e+03,24,5.5368758e-05,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.5368758e-05,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.5368758e-05
16,3,1.0409800e+02,1.9724555e+00,3.7361892e+03,7.3694667e+03,24,3.5770234e-04,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.5770234e-04,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.5770234e-04
16,4,1.7002100e+02,7.5841491e-01,5.3124956e+02,4.0290759e+02,24,2.7463782e-06,-5.3102454e-23,-3.9826840e-23,-5.3102454e-23,2.7463782e-06,5.3102454e-23,-3.9826840e-23,5.3102454e-23,2.7463782e-06
16,5,1.7106100e+02,9.0413866e-01,3.0861219e+02,2.7902821e+02,24,1.1046168e-06,0.0000000e+00,2.1756027e-23,0.0000000e+00,1.1046168e-06,-1.0878014e-23,2.1756027e-23,-1.0878014e-23,1.1046168e-06
16,6,2.2973500e+02,0.0000000e+00,1.1906301e+03,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
17,1,7.1139400e+01,7.0129773e-01,2.2619427e+03,1.5862953e+03,24,4.6800595e-05,2.7441930e-16,2.7441850e-16,2.7441930e-16,4.6800595e-05,2.7442069e-16,2.7441850e-16,2.7442069e-16,4.6800595e-05
17,2,8.0022100e+01,5.5430766e-01,2.5373135e+03,1.4064523e+03,24,4.6503198e-05,-6.3067553e-22,-6.3067553e-22,-6.3067553e-22,4.6503198e-05,6.3067553e-22,-6.3067553e-22,6.3067553e-22,4.6503198e-05
17,3,1.2235600e+02,2.4077634e+00,3.4595061e+03,8.3296721e+03,24,3.7330347e-04,7.7979088e-16,7.7978816e-16,7.7979088e-16,3.7330347e-04,7.7979088e-16,7.7978816e-16,7.7979088e-16,3.7330347e-04
17,4,1.6611500e+02,7.0212385e-01,9.7287799e+02,6.8308083e+02,24,8.5345124e-06,-2.9523282e-22,-9.8410939e-23,-2.9523282e-22,8.5345124e-06,9.8410939e-23,-9.8410939e-23,9.8410939e-23,8.5345124e-06
17,5,1.6870600e+02,7.5493728e-01,7.2691836e+02,5.4877776e+02,24,5.1200170e-06,2.1150057e-22,2.9081329e-22,2.1150057e-22,5.1200170e-06,-4.6265750e-22,2.9081329e-22,-4.6265750e-22,5.1200170e-06
17,6,2.2486800e+02,0.0000000e+00,8.8660864e+02,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
18,1,8.1833800e+01,6.9771200e-01,2.1916084e+03,1.5291115e+03,24,4.3661433e-05,3.9683823e-22,-1.9841912e-22,3.9683823e-22,4.3661433e-05,-2.9762867e-22,-1.9841912e-22,-2.9762867e-22,4.3661433e-05
18,2,9.1686200e+01,7.5905523e-01,2.3659333e+03,1.7958740e+03,24,5.5292022e-05,2.4684111e-18,2.4683033e-18,2.4684111e-18,5.5292022e-05,2.4683033e-18,2.4683033e-18,2.4683033e-18,5.5292022e-05
18,3,1.3930000e+02,2.1025842e+00,3.1139104e+03,6.5472588e+03,24,2.6330565e-04,0.0000000e+00,4.7418668e-21,0.0000000e+00,2.6330565e-04,-2.3709334e-21,4.7418668e-21,-2.3709334e-21,2.6330565e-04
18,4,1.6025100e+02,8.0516203e-01,1.2627539e+03,1.0167215e+03,24,1.6509746e-05,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.6509746e-05,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.6509746e-05
18,5,1.6443300e+02,6.7172099e-01,1.1203778e+03,7.5258130e+02,24,1.0832586e-05,3.7674244e-22,1.4127842e-22,3.7674244e-22,1.0832586e-05,-2.5901043e-22,1.4127842e-22,-2.5901043e-22,1.0832586e-05
18,6,2.2139800e+02,0.0000000e+00,6.9783378e+02,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
19,1,9.1757600e+01,8.9393165e-01,2.0870890e+03,1.8657149e+03,24,5.0671813e-05,-1.5235165e-21,-6.9827841e-22,-1.5235165e-21,5.0671813e-05,1.4600367e-21,-6.9827841e-22,1.4600367e-21,5.0671813e-05
